,movieId,title
221,257,Just Cause (1995)
222,258,"Kid in King Arthur's Court, A (1995)"
223,259,Kiss of Death (1995)
224,260,Star Wars: Episode IV - A New Hope (1977)
225,261,Little Women (1994)
226,262,"Little Princess, A (1995)"
227,263,Ladybird Ladybird (1994)
228,265,Like Water for Chocolate (Como agua para chocolate) (1992)
229,266,Legends of the Fall (1994)
230,267,Major Payne (1995)
231,269,My Crazy Life (Mi vida loca) (1993)
232,270,Love Affair (1994)
233,271,Losing Isaiah (1995)
234,272,"Madness of King George, The (1994)"
235,273,Mary Shelley's Frankenstein (Frankenstein) (1994)
236,274,Man of the House (1995)
237,275,Mixed Nuts (1994)
238,276,Milk Money (1994)
239,277,Miracle on 34th Street (1994)
240,278,Miami Rhapsody (1995)
241,279,My Family (1995)
242,280,Murder in the First (1995)
243,281,Nobody's Fool (1994)
244,282,Nell (1994)
245,283,New Jersey Drive (1995)
246,284,New York Cop (Nyû Yôku no koppu) (1993)
247,285,Beyond Bedlam (1993)
248,287,Nina Takes a Lover (1994)
249,288,Natural Born Killers (1994)
250,289,Only You (1994)
251,290,Once Were Warriors (1994)
252,291,Poison Ivy II (1996)
253,292,Outbreak (1995)
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
255,294,"Perez Family, The (1995)"
256,295,"Pyromaniac's Love Story, A (1995)"
257,296,Pulp Fiction (1994)
258,298,Pushing Hands (Tui shou) (1992)
259,299,Priest (1994)
260,300,Quiz Show (1994)
261,301,Picture Bride (Bijo photo) (1994)
262,302,"Queen Margot (Reine Margot, La) (1994)"
263,303,"Quick and the Dead, The (1995)"
264,304,Roommates (1995)
265,305,Ready to Wear (Pret-A-Porter) (1994)
266,306,Three Colors: Red (Trois couleurs: Rouge) (1994)
267,307,Three Colors: Blue (Trois couleurs: Bleu) (1993)
268,308,Three Colors: White (Trzy kolory: Bialy) (1994)
269,310,Rent-a-Kid (1995)
270,311,Relative Fear (1994)
271,312,Stuart Saves His Family (1995)
272,313,"Swan Princess, The (1994)"
273,314,"Secret of Roan Inish, The (1994)"
274,315,"Specialist, The (1994)"
275,316,Stargate (1994)
276,317,"Santa Clause, The (1994)"
277,318,"Shawshank Redemption, The (1994)"
278,319,Shallow Grave (1994)
279,320,Suture (1993)
280,321,Strawberry and Chocolate (Fresa y chocolate) (1993)
281,322,Swimming with Sharks (1995)
282,324,"Sum of Us, The (1994)"
283,325,National Lampoon's Senior Trip (1995)
284,326,To Live (Huozhe) (1994)
285,327,Tank Girl (1995)
286,328,Tales from the Crypt Presents: Demon Knight (1995)
287,329,Star Trek: Generations (1994)
288,330,Tales from the Hood (1995)
289,331,Tom & Viv (1994)
290,332,Village of the Damned (1995)
291,333,Tommy Boy (1995)
292,334,Vanya on 42nd Street (1994)
293,335,Underneath (1995)
294,336,"Walking Dead, The (1995)"
295,337,What's Eating Gilbert Grape (1993)
296,338,Virtuosity (1995)
297,339,While You Were Sleeping (1995)
298,340,"War, The (1994)"
299,341,Double Happiness (1994)
300,342,Muriel's Wedding (1994)
301,343,"Baby-Sitters Club, The (1995)"
302,344,Ace Ventura: Pet Detective (1994)
303,345,"Adventures of Priscilla, Queen of the Desert, The (1994)"
304,346,Backbeat (1993)
305,347,Bitter Moon (1992)
306,348,Bullets Over Broadway (1994)
307,349,Clear and Present Danger (1994)
308,350,"Client, The (1994)"
309,351,"Corrina, Corrina (1994)"
310,352,Crooklyn (1994)
311,353,"Crow, The (1994)"
312,354,Cobb (1994)
313,355,"Flintstones, The (1994)"
314,356,Forrest Gump (1994)
315,357,Four Weddings and a Funeral (1994)
316,358,Higher Learning (1995)
317,359,I Like It Like That (1994)
318,360,I Love Trouble (1994)
319,361,It Could Happen to You (1994)
320,362,"Jungle Book, The (1994)"
321,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
322,364,"Lion King, The (1994)"
323,365,Little Buddha (1993)
324,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
325,367,"Mask, The (1994)"
326,368,Maverick (1994)
327,369,Mrs. Parker and the Vicious Circle (1994)
328,370,Naked Gun 33 1/3: The Final Insult (1994)
329,371,"Paper, The (1994)"
330,372,Reality Bites (1994)
331,373,Red Rock West (1992)
332,374,Richie Rich (1994)
333,376,"River Wild, The (1994)"
334,377,Speed (1994)
335,378,Speechless (1994)
336,379,Timecop (1994)
337,380,True Lies (1994)
338,381,When a Man Loves a Woman (1994)
339,382,Wolf (1994)
340,383,Wyatt Earp (1994)
341,384,Bad Company (1995)
342,385,"Man of No Importance, A (1994)"
343,386,S.F.W. (1994)
344,387,"Low Down Dirty Shame, A (1994)"
345,388,Boys Life (1995)
346,389,"Colonel Chabert, Le (1994)"
347,390,Faster Pussycat! Kill! Kill! (1965)
348,391,Jason's Lyric (1994)
349,393,Street Fighter (1994)
350,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
351,406,Federal Hill (1994)
352,407,In the Mouth of Madness (1995)
353,408,8 Seconds (1994)
354,409,Above the Rim (1994)
355,410,Addams Family Values (1993)
356,412,"Age of Innocence, The (1993)"
357,413,Airheads (1994)
358,414,"Air Up There, The (1994)"
359,415,Another Stakeout (1993)
360,416,Bad Girls (1994)
361,417,Barcelona (1994)
362,418,Being Human (1993)
363,419,"Beverly Hillbillies, The (1993)"
364,420,Beverly Hills Cop III (1994)
365,421,Black Beauty (1994)
366,422,Blink (1994)
367,423,Blown Away (1994)
368,424,Blue Chips (1994)
369,425,Blue Sky (1994)
370,426,Body Snatchers (1993)
371,427,Boxing Helena (1993)
372,428,"Bronx Tale, A (1993)"
373,429,Cabin Boy (1994)
374,430,Calendar Girl (1993)
375,431,Carlito's Way (1993)
376,432,City Slickers II: The Legend of Curly's Gold (1994)
377,433,Clean Slate (1994)
378,434,Cliffhanger (1993)
379,435,Coneheads (1993)
380,436,Color of Night (1994)
381,437,Cops and Robbersons (1994)
382,438,"Cowboy Way, The (1994)"
383,440,Dave (1993)
384,441,Dazed and Confused (1993)
385,442,Demolition Man (1993)
386,444,Even Cowgirls Get the Blues (1993)
387,445,Fatal Instinct (1993)
388,446,Farewell My Concubine (Ba wang bie ji) (1993)
389,448,Fearless (1993)
390,449,Fear of a Black Hat (1994)
391,450,With Honors (1994)
392,451,Flesh and Bone (1993)
393,452,Widows' Peak (1994)
394,453,For Love or Money (1993)
395,454,"Firm, The (1993)"
396,455,Free Willy (1993)
397,456,Fresh (1994)
398,457,"Fugitive, The (1993)"
399,458,Geronimo: An American Legend (1993)
400,459,"Getaway, The (1994)"
401,460,Getting Even with Dad (1994)
402,461,Go Fish (1994)
403,464,Hard Target (1993)
404,466,Hot Shots! Part Deux (1993)
405,467,Live Nude Girls (1995)
406,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
407,469,"House of the Spirits, The (1993)"
408,470,House Party 3 (1994)
409,471,"Hudsucker Proxy, The (1994)"
410,472,I'll Do Anything (1994)
411,473,In the Army Now (1994)
412,474,In the Line of Fire (1993)
413,475,In the Name of the Father (1993)
414,476,"Inkwell, The (1994)"
415,477,What's Love Got to Do with It? (1993)
416,478,Jimmy Hollywood (1994)
417,479,Judgment Night (1993)
418,480,Jurassic Park (1993)
419,481,Kalifornia (1993)
420,482,Killing Zoe (1994)
421,484,Lassie (1994)
422,485,Last Action Hero (1993)
423,486,Life with Mikey (1993)
424,487,Lightning Jack (1994)
425,488,M. Butterfly (1993)
426,489,Made in America (1993)
427,490,Malice (1993)
428,491,"Man Without a Face, The (1993)"
429,492,Manhattan Murder Mystery (1993)
430,493,Menace II Society (1993)
431,494,Executive Decision (1996)
432,495,In the Realm of the Senses (Ai no corrida) (1976)
433,496,What Happened Was... (1994)
434,497,Much Ado About Nothing (1993)
435,499,Mr. Wonderful (1993)
436,500,Mrs. Doubtfire (1993)
437,501,Naked (1993)
438,502,"Next Karate Kid, The (1994)"
439,504,No Escape (1994)
440,505,North (1994)
441,506,Orlando (1992)
442,507,"Perfect World, A (1993)"
443,508,Philadelphia (1993)
444,509,"Piano, The (1993)"
445,510,Poetic Justice (1993)
446,511,"Program, The (1993)"
447,512,"Puppet Masters, The (1994)"
448,513,Radioland Murders (1994)
449,514,"Ref, The (1994)"
450,515,"Remains of the Day, The (1993)"
451,516,Renaissance Man (1994)
452,517,Rising Sun (1993)
453,518,"Road to Wellville, The (1994)"
454,519,RoboCop 3 (1993)
455,520,Robin Hood: Men in Tights (1993)
456,521,Romeo Is Bleeding (1993)
457,522,Romper Stomper (1992)
458,523,Ruby in Paradise (1993)
459,524,Rudy (1993)
460,526,"Savage Nights (Nuits fauves, Les) (1992)"
461,527,Schindler's List (1993)
462,528,"Scout, The (1994)"
463,529,Searching for Bobby Fischer (1993)
464,531,"Secret Garden, The (1993)"
465,532,Serial Mom (1994)
466,533,"Shadow, The (1994)"
467,534,Shadowlands (1993)
468,535,Short Cuts (1993)
469,536,"Simple Twist of Fate, A (1994)"
470,537,Sirens (1994)
471,538,Six Degrees of Separation (1993)
472,539,Sleepless in Seattle (1993)
473,540,Sliver (1993)
474,541,Blade Runner (1982)
475,542,Son in Law (1993)
476,543,So I Married an Axe Murderer (1993)
477,544,Striking Distance (1993)
478,546,Super Mario Bros. (1993)
479,547,Surviving the Game (1994)
480,548,Terminal Velocity (1994)
481,549,Thirty-Two Short Films About Glenn Gould (1993)
482,550,Threesome (1994)
483,551,"Nightmare Before Christmas, The (1993)"
484,552,"Three Musketeers, The (1993)"
485,553,Tombstone (1993)
486,555,True Romance (1993)
487,556,"War Room, The (1993)"
488,558,"Pagemaster, The (1994)"
489,562,Welcome to the Dollhouse (1995)
490,563,Germinal (1993)
491,564,Chasers (1994)
492,567,Kika (1993)
493,568,Bhaji on the Beach (1993)
494,569,Little Big League (1994)
495,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)"
496,574,Spanking the Monkey (1994)
497,575,"Little Rascals, The (1994)"
498,577,Andre (1994)
499,579,"Escort, The (Scorta, La) (1993)"
500,580,Princess Caraboo (1994)
501,581,"Celluloid Closet, The (1995)"
502,583,Dear Diary (Caro Diario) (1994)
503,585,"Brady Bunch Movie, The (1995)"
504,586,Home Alone (1990)
505,587,Ghost (1990)
506,588,Aladdin (1992)
507,589,Terminator 2: Judgment Day (1991)
508,590,Dances with Wolves (1990)
509,592,Batman (1989)
510,593,"Silence of the Lambs, The (1991)"
511,594,Snow White and the Seven Dwarfs (1937)
512,595,Beauty and the Beast (1991)
513,596,Pinocchio (1940)
514,597,Pretty Woman (1990)
515,599,"Wild Bunch, The (1969)"
516,600,Love and a .45 (1994)
517,602,"Great Day in Harlem, A (1994)"
518,605,One Fine Day (1996)
519,606,Candyman: Farewell to the Flesh (1995)
520,608,Fargo (1996)
521,609,Homeward Bound II: Lost in San Francisco (1996)
522,610,Heavy Metal (1981)
523,611,Hellraiser: Bloodline (1996)
524,612,"Pallbearer, The (1996)"
525,613,Jane Eyre (1996)
526,615,Bread and Chocolate (Pane e cioccolata) (1973)
527,616,"Aristocats, The (1970)"
528,617,"Flower of My Secret, The (La flor de mi secreto) (1995)"
529,618,Two Much (1995)
530,619,Ed (1996)
531,626,"Thin Line Between Love and Hate, A (1996)"
532,627,"Last Supper, The (1995)"
533,628,Primal Fear (1996)
534,631,All Dogs Go to Heaven 2 (1996)
535,632,Land and Freedom (Tierra y libertad) (1995)
536,633,Denise Calls Up (1995)
537,634,Theodore Rex (1995)
538,635,"Family Thing, A (1996)"
539,636,Frisk (1995)
540,637,Sgt. Bilko (1996)
541,638,Jack and Sarah (1995)
542,639,Girl 6 (1996)
543,640,Diabolique (1996)
544,645,Nelly & Monsieur Arnaud (1995)
545,647,Courage Under Fire (1996)
546,648,Mission: Impossible (1996)
547,649,Cold Fever (Á köldum klaka) (1995)
548,650,Moll Flanders (1996)
549,653,Dragonheart (1996)
550,656,Eddie (1996)
551,661,James and the Giant Peach (1996)
552,662,Fear (1996)
553,663,Kids in the Hall: Brain Candy (1996)
554,665,Underground (1995)
555,667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)
556,668,Song of the Little Road (Pather Panchali) (1955)
557,670,"World of Apu, The (Apur Sansar) (1959)"
558,671,Mystery Science Theater 3000: The Movie (1996)
559,673,Space Jam (1996)
560,674,Barbarella (1968)
561,678,Some Folks Call It a Sling Blade (1993)
562,679,"Run of the Country, The (1995)"
563,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
564,685,It's My Party (1996)
565,688,Operation Dumbo Drop (1995)
566,691,Mrs. Winterbourne (1996)
567,692,Solo (1996)
568,694,"Substitute, The (1996)"
569,695,True Crime (1996)
570,697,Feeling Minnesota (1996)
571,698,Delta of Venus (1995)
572,700,Angus (1995)
573,703,Boys (1996)
574,704,"Quest, The (1996)"
575,706,Sunset Park (1996)
576,707,Mulholland Falls (1996)
577,708,"Truth About Cats & Dogs, The (1996)"
578,709,Oliver & Company (1988)
579,710,Celtic Pride (1996)
580,711,Flipper (1996)
581,714,Dead Man (1995)
582,715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
583,718,"Visitors, The (Visiteurs, Les) (1993)"
584,719,Multiplicity (1996)
585,720,Wallace & Gromit: The Best of Aardman Animation (1996)
586,722,"Haunted World of Edward D. Wood Jr., The (1996)"
587,724,"Craft, The (1996)"
588,725,"Great White Hype, The (1996)"
589,726,Last Dance (1996)
590,728,Cold Comfort Farm (1995)
591,731,Heaven's Prisoners (1996)
592,733,"Rock, The (1996)"
593,735,Cemetery Man (Dellamorte Dellamore) (1994)
594,736,Twister (1996)
595,737,Barb Wire (1996)
596,741,Ghost in the Shell (Kôkaku kidôtai) (1995)
597,742,Thinner (1996)
598,743,Spy Hard (1996)
599,745,Wallace & Gromit: A Close Shave (1995)
600,747,"Stupids, The (1996)"
601,748,"Arrival, The (1996)"
602,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
603,757,Ashes of Time (Dung che sai duk) (1994)
604,759,Maya Lin: A Strong Clear Vision (1994)
605,760,Stalingrad (1993)
606,761,"Phantom, The (1996)"
607,762,Striptease (1996)
608,764,Heavy (1995)
609,765,Jack (1996)
610,766,I Shot Andy Warhol (1996)
611,773,Touki Bouki (1973)
612,775,Spirits of the Dead (1968)
613,778,Trainspotting (1996)
614,779,'Til There Was You (1997)
615,780,Independence Day (a.k.a. ID4) (1996)
616,781,Stealing Beauty (1996)
617,782,"Fan, The (1996)"
618,783,"Hunchback of Notre Dame, The (1996)"
619,784,"Cable Guy, The (1996)"
620,785,Kingpin (1996)
621,786,Eraser (1996)
622,788,"Nutty Professor, The (1996)"
623,790,"Unforgettable Summer, An (Un été inoubliable) (1994)"
624,791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)"
625,795,Somebody to Love (1994)
626,798,Daylight (1996)
627,799,"Frighteners, The (1996)"
628,800,Lone Star (1996)
629,801,Harriet the Spy (1996)
630,802,Phenomenon (1996)
631,803,Walking and Talking (1996)
632,804,She's the One (1996)
633,805,"Time to Kill, A (1996)"
634,806,American Buffalo (1996)
635,808,Alaska (1996)
636,809,Fled (1996)
637,810,Kazaam (1996)
638,813,Larger Than Life (1996)
639,818,"Very Brady Sequel, A (1996)"
640,823,"Collector, The (La collectionneuse) (1967)"
641,824,Kaspar Hauser (1993)
642,828,"Adventures of Pinocchio, The (1996)"
643,829,Joe's Apartment (1996)
644,830,"First Wives Club, The (1996)"
645,832,Ransom (1996)
646,833,High School High (1996)
647,835,Foxfire (1996)
648,836,Chain Reaction (1996)
649,837,Matilda (1996)
650,838,Emma (1996)
651,839,"Crow: City of Angels, The (1996)"
652,840,House Arrest (1996)
653,841,"Eyes Without a Face (Yeux sans visage, Les) (1959)"
654,842,Tales from the Crypt Presents: Bordello of Blood (1996)
655,848,"Spitfire Grill, The (1996)"
656,849,Escape from L.A. (1996)
657,851,Basquiat (1996)
658,852,Tin Cup (1996)
659,858,"Godfather, The (1972)"
660,861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
661,866,Bound (1996)
662,867,Carpool (1996)
663,869,Kansas City (1996)
664,870,Gone Fishin' (1997)
665,875,Nothing to Lose (1994)
666,876,Supercop 2 (Project S) (Chao ji ji hua) (1993)
667,879,"Relic, The (1997)"
668,880,"Island of Dr. Moreau, The (1996)"
669,881,First Kid (1996)
670,882,"Trigger Effect, The (1996)"
671,885,Bogus (1996)
672,886,Bulletproof (1996)
673,888,Land Before Time III: The Time of the Great Giving (1995)
674,889,1-900 (06) (1994)
675,891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)
676,892,Twelfth Night (1996)
677,893,Mother Night (1996)
678,896,Wild Reeds (Les roseaux sauvages) (1994)
679,897,For Whom the Bell Tolls (1943)
680,898,"Philadelphia Story, The (1940)"
681,899,Singin' in the Rain (1952)
682,900,"American in Paris, An (1951)"
683,901,Funny Face (1957)
684,902,Breakfast at Tiffany's (1961)
685,903,Vertigo (1958)
686,904,Rear Window (1954)
687,905,It Happened One Night (1934)
688,906,Gaslight (1944)
689,907,"Gay Divorcee, The (1934)"
690,908,North by Northwest (1959)
691,909,"Apartment, The (1960)"
692,910,Some Like It Hot (1959)
693,911,Charade (1963)
694,912,Casablanca (1942)
695,913,"Maltese Falcon, The (1941)"
696,914,My Fair Lady (1964)
697,915,Sabrina (1954)
698,916,Roman Holiday (1953)
699,917,"Little Princess, The (1939)"
700,918,Meet Me in St. Louis (1944)
701,919,"Wizard of Oz, The (1939)"
702,920,Gone with the Wind (1939)
703,921,My Favorite Year (1982)
704,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
705,923,Citizen Kane (1941)
706,924,2001: A Space Odyssey (1968)
707,926,All About Eve (1950)
708,927,"Women, The (1939)"
709,928,Rebecca (1940)
710,929,Foreign Correspondent (1940)
711,930,Notorious (1946)
712,931,Spellbound (1945)
713,932,"Affair to Remember, An (1957)"
714,933,To Catch a Thief (1955)
715,934,Father of the Bride (1950)
716,935,"Band Wagon, The (1953)"
717,936,Ninotchka (1939)
718,937,Love in the Afternoon (1957)
719,938,Gigi (1958)
720,940,"Adventures of Robin Hood, The (1938)"
721,941,"Mark of Zorro, The (1940)"
722,942,Laura (1944)
723,943,"Ghost and Mrs. Muir, The (1947)"
724,944,Lost Horizon (1937)
725,945,Top Hat (1935)
726,946,To Be or Not to Be (1942)
727,947,My Man Godfrey (1936)
728,948,Giant (1956)
729,949,East of Eden (1955)
730,950,"Thin Man, The (1934)"
731,951,His Girl Friday (1940)
732,952,Around the World in 80 Days (1956)
733,953,It's a Wonderful Life (1946)
734,954,Mr. Smith Goes to Washington (1939)
735,955,Bringing Up Baby (1938)
736,956,Penny Serenade (1941)
737,959,Of Human Bondage (1934)
738,961,Little Lord Fauntleroy (1936)
739,963,"Inspector General, The (1949)"
740,965,"39 Steps, The (1935)"
741,968,Night of the Living Dead (1968)
742,969,"African Queen, The (1951)"
743,970,Beat the Devil (1953)
744,971,Cat on a Hot Tin Roof (1958)
745,973,Meet John Doe (1941)
746,976,"Farewell to Arms, A (1932)"
747,979,Nothing Personal (1995)
748,981,Dangerous Ground (1997)
749,982,Picnic (1955)
750,984,"Pompatus of Love, The (1996)"
751,986,Fly Away Home (1996)
752,987,Bliss (1997)
753,988,Grace of My Heart (1996)
754,990,Maximum Risk (1996)
755,991,Michael Collins (1996)
756,993,Infinity (1996)
757,994,Big Night (1996)
758,996,Last Man Standing (1996)
759,998,Set It Off (1996)
760,999,2 Days in the Valley (1996)
761,1003,Extreme Measures (1996)
762,1004,"Glimmer Man, The (1996)"
763,1005,D3: The Mighty Ducks (1996)
764,1006,"Chamber, The (1996)"
765,1007,"Apple Dumpling Gang, The (1975)"
766,1008,"Davy Crockett, King of the Wild Frontier (1955)"
767,1009,Escape to Witch Mountain (1975)
768,1010,"Love Bug, The (1969)"
